state,win_start,win_end,covid_rate,unmet_need
New Hampshire,2021-03-03,2021-03-15,218.50719658170533,8.6
New Hampshire,2021-03-17,2021-03-29,309.9753253833495,12.3
New Hampshire,2021-04-14,2021-04-26,314.33095056438015,9.1
New Hampshire,2021-04-28,2021-05-10,188.59857033862806,9.7
New Hampshire,2021-05-12,2021-05-24,102.79275427232383,8.5
New Hampshire,2021-05-26,2021-06-07,37.24059529781224,10.8
New Hampshire,2021-06-09,2021-06-21,27.948594911613476,11.2
New Hampshire,2021-06-23,2021-07-05,15.026906874555818,7.6
New Hampshire,2021-07-21,2021-08-02,69.76259664950793,10.9
New Hampshire,2021-08-04,2021-08-16,167.47378821062932,11.6
New Hampshire,2021-08-18,2021-08-30,271.57323003726236,9.6
New Hampshire,2021-09-01,2021-09-13,336.6172327406537,12.8
New Hampshire,2021-09-15,2021-09-27,432.5861742293629,8.1
New Hampshire,2021-09-29,2021-10-11,484.56330138966223,6.8
New Hampshire,2021-12-01,2021-12-13,1223.5677071045327,14.1
New Hampshire,2021-12-29,2022-01-10,2075.8183675262007,12.3
New Hampshire,2022-01-26,2022-02-07,1319.7544298522935,9.3
New Hampshire,2022-03-02,2022-03-14,136.83922443738027,8.4
New Hampshire,2022-03-30,2022-04-11,153.31800637227963,10.1
New Hampshire,2022-04-27,2022-05-09,426.8512677410058,10.1
New Jersey,2020-08-19,2020-08-31,40.940924280928584,7.6
New Jersey,2020-09-02,2020-09-14,50.45756300413155,6.9
New Jersey,2020-09-16,2020-09-28,72.1821975555157,9.1
New Jersey,2020-09-30,2020-10-12,102.60529827018942,8
New Jersey,2020-10-14,2020-10-26,157.17525493072768,9
New Jersey,2020-10-28,2020-11-09,272.72059816165233,9.2
New Jersey,2020-11-11,2020-11-23,529.3361154071151,8.2
New Jersey,2020-11-25,2020-12-07,621.5958369657683,8.8
New Jersey,2020-12-09,2020-12-21,632.7918825224777,8.4
New Jersey,2021-01-06,2021-01-18,857.5202007881585,10.7
New Jersey,2021-01-20,2021-02-01,695.9311202052664,9.5
New Jersey,2021-02-03,2021-02-15,472.9898630572912,11.6
New Jersey,2021-02-17,2021-03-01,446.0224648654096,9.6
New Jersey,2021-03-03,2021-03-15,485.1009700296933,9.5
New Jersey,2021-03-17,2021-03-29,599.7204864165054,8.3
New Jersey,2021-04-14,2021-04-26,408.77408253251104,7.3
New Jersey,2021-04-28,2021-05-10,183.39983856163542,6
New Jersey,2021-05-12,2021-05-24,60.10338686837347,7.5
New Jersey,2021-05-26,2021-06-07,38.03425860755212,9.9
New Jersey,2021-06-09,2021-06-21,32.468532114457176,8.4
New Jersey,2021-06-23,2021-07-05,29.680286153699747,6.7
New Jersey,2021-07-21,2021-08-02,121.19719315137895,11
New Jersey,2021-08-04,2021-08-16,212.78945814799746,6.9
New Jersey,2021-08-18,2021-08-30,277.52197923693353,10.6
New Jersey,2021-09-01,2021-09-13,291.5816287533397,8.9
New Jersey,2021-09-15,2021-09-27,293.5624675826037,11.9
New Jersey,2021-09-29,2021-10-11,239.86451062407832,8.1
New Jersey,2021-12-01,2021-12-13,581.5161469584328,8.6
New Jersey,2021-12-29,2022-01-10,4283.047227719169,7.4
New Jersey,2022-01-26,2022-02-07,580.2135301196233,11.9
New Jersey,2022-03-02,2022-03-14,142.07135885758996,7.2
New Jersey,2022-03-30,2022-04-11,213.52150728055156,9.9
New Jersey,2022-04-27,2022-05-09,453.54749933092864,7.8
New Mexico,2020-08-19,2020-08-31,83.72994471840198,11.1
New Mexico,2020-09-02,2020-09-14,65.26496536989934,6.5
New Mexico,2020-09-16,2020-09-28,97.37797293251262,14
New Mexico,2020-09-30,2020-10-12,198.581171765866,11
New Mexico,2020-10-14,2020-10-26,419.0275236809818,11.8
New Mexico,2020-10-28,2020-11-09,619.5921459139504,14.1
New Mexico,2020-11-11,2020-11-23,1256.2325208427585,10.8
New Mexico,2020-11-25,2020-12-07,1119.232763579316,10
New Mexico,2020-12-09,2020-12-21,926.4130431702716,13.6
New Mexico,2021-01-06,2021-01-18,744.4550753191702,8.2
New Mexico,2021-01-20,2021-02-01,453.1712067218192,11.5
New Mexico,2021-02-03,2021-02-15,272.91333927109144,12.3
New Mexico,2021-02-17,2021-03-01,200.04514711063214,10.6
New Mexico,2021-03-03,2021-03-15,139.12488276390988,12.5
New Mexico,2021-03-17,2021-03-29,121.17937853774364,12.7
New Mexico,2021-04-14,2021-04-26,126.56302980559352,8.4
New Mexico,2021-04-28,2021-05-10,137.04698227456436,12.3
New Mexico,2021-05-12,2021-05-24,103.13942428933441,10.8
New Mexico,2021-05-26,2021-06-07,60.49523924662884,9
New Mexico,2021-06-09,2021-06-21,57.28393849036752,10
New Mexico,2021-06-23,2021-07-05,31.02683230681901,13.8
New Mexico,2021-07-21,2021-08-02,179.03001716156905,10.9
New Mexico,2021-08-04,2021-08-16,395.27334308687233,12.5
New Mexico,2021-08-18,2021-08-30,505.21316897770123,10.1
New Mexico,2021-09-01,2021-09-13,427.33912563836407,13.9
New Mexico,2021-09-15,2021-09-27,395.5094681424798,15.7
New Mexico,2021-09-29,2021-10-11,356.97385906734377,8.3
New Mexico,2021-12-01,2021-12-13,848.8223498976633,11.5
New Mexico,2021-12-29,2022-01-10,1506.5723047977776,12
New Mexico,2022-01-26,2022-02-07,1814.4321522987718,11.9
New Mexico,2022-03-02,2022-03-14,162.1706881911971,13.3
New Mexico,2022-03-30,2022-04-11,78.11016839494467,11.5
New Mexico,2022-04-27,2022-05-09,144.55575904288125,12.7
New York,2020-08-19,2020-08-31,40.50244616063095,9.4
New York,2020-09-02,2020-09-14,46.63573029568618,9.5
New York,2020-09-16,2020-09-28,53.21948162710139,11.3
New York,2020-09-30,2020-10-12,87.52429119605426,8.4
New York,2020-10-14,2020-10-26,98.79092129402494,9.3
New York,2020-10-28,2020-11-09,166.05903922079273,6.8
New York,2020-11-11,2020-11-23,326.61841849481686,7.9
New York,2020-11-25,2020-12-07,530.8335143039918,9.4
New York,2020-12-09,2020-12-21,657.61280403998785,9.1
New York,2021-01-06,2021-01-18,1028.104747384679,8.8
New York,2021-01-20,2021-02-01,792.7579131369552,9
New York,2021-02-03,2021-02-15,542.6397149998003,9.9
New York,2021-02-17,2021-03-01,481.0890653345246,10.4
New York,2021-03-03,2021-03-15,454.4174471588366,10.9
New York,2021-03-17,2021-03-29,508.4438095882091,12.6
New York,2021-04-14,2021-04-26,330.25185719952265,11.8
New York,2021-04-28,2021-05-10,181.15711558230882,7.9
New York,2021-05-12,2021-05-24,102.8649268171488,9.8
New York,2021-05-26,2021-06-07,45.46253550956181,8.5
New York,2021-06-09,2021-06-21,26.062744932256418,6.6
New York,2021-06-23,2021-07-05,21.64717637013434,10.8
New York,2021-07-21,2021-08-02,131.0216016841335,8.9
New York,2021-08-04,2021-08-16,253.7565870308316,7.9
New York,2021-08-18,2021-08-30,303.14462239438757,9.8
New York,2021-09-01,2021-09-13,307.6492943579875,10.3
New York,2021-09-15,2021-09-27,330.6825236399987,12.3
New York,2021-09-29,2021-10-11,316.5002322381156,9.2
New York,2021-12-01,2021-12-13,643.0344975204256,8.2
New York,2021-12-29,2022-01-10,4608.7051350141755,11.2
New York,2022-01-26,2022-02-07,617.9172386816281,7.9
New York,2022-03-02,2022-03-14,113.7107908525854,9.9
New York,2022-03-30,2022-04-11,280.5866112535913,9.4
New York,2022-04-27,2022-05-09,562.6978807102471,11.2
North Carolina,2020-08-19,2020-08-31,199.70519344620584,9.5
North Carolina,2020-09-02,2020-09-14,157.8732393124961,11.5
North Carolina,2020-09-16,2020-09-28,201.2665876582037,9
North Carolina,2020-09-30,2020-10-12,226.78532496349405,10
North Carolina,2020-10-14,2020-10-26,261.67242754077154,11
North Carolina,2020-10-28,2020-11-09,294.75865826617417,10.4
North Carolina,2020-11-11,2020-11-23,398.32794796016776,13.7
North Carolina,2020-11-25,2020-12-07,538.633107611289,15
North Carolina,2020-12-09,2020-12-21,766.2613938671501,13.3
North Carolina,2021-01-06,2021-01-18,924.0196839125052,12.1
North Carolina,2021-01-20,2021-02-01,760.4564558765321,12
North Carolina,2021-02-03,2021-02-15,568.1750692665125,10.3
North Carolina,2021-02-17,2021-03-01,334.2628897402798,11.9
North Carolina,2021-03-03,2021-03-15,214.05469362763412,10.4
North Carolina,2021-03-17,2021-03-29,222.51304386808883,13.4
North Carolina,2021-04-14,2021-04-26,241.55630579110576,10
North Carolina,2021-04-28,2021-05-10,191.9173805974067,7.3
North Carolina,2021-05-12,2021-05-24,124.4708981024558,8.6
North Carolina,2021-05-26,2021-06-07,70.08073653359757,8.8
North Carolina,2021-06-09,2021-06-21,44.33210069402536,11.3
North Carolina,2021-06-23,2021-07-05,32.92338593028634,10.3
North Carolina,2021-07-21,2021-08-02,281.7598119736521,11.9
North Carolina,2021-08-04,2021-08-16,598.559992214103,9.4
North Carolina,2021-08-18,2021-08-30,792.0387670235075,13.3
North Carolina,2021-09-01,2021-09-13,859.561882363219,11.3
North Carolina,2021-09-15,2021-09-27,712.8195637522047,10.6
North Carolina,2021-09-29,2021-10-11,468.0063620587721,10.9
North Carolina,2021-12-01,2021-12-13,373.70006747521984,11.8
North Carolina,2021-12-29,2022-01-10,2360.5502544785195,10.4
North Carolina,2022-01-26,2022-02-07,1818.4686688530019,9.5
North Carolina,2022-03-02,2022-03-14,200.96005627916122,12
North Carolina,2022-03-30,2022-04-11,64.7834911395189,10.1
North Carolina,2022-04-27,2022-05-09,245.87648241448633,8.7
North Dakota,2020-08-19,2020-08-31,389.4266930562936,5.7
North Dakota,2020-09-02,2020-09-14,491.59664944153076,7.9
North Dakota,2020-09-16,2020-09-28,631.3743912801278,6
North Dakota,2020-09-30,2020-10-12,813.5090245849667,6.9
North Dakota,2020-10-14,2020-10-26,1283.028748777426,5.7
North Dakota,2020-10-28,2020-11-09,2095.7676480630066,8.8
North Dakota,2020-11-11,2020-11-23,2187.925975556223,10
North Dakota,2020-11-25,2020-12-07,1147.6150503020174,4.1
North Dakota,2020-12-09,2020-12-21,569.7643673292313,9.3
North Dakota,2021-01-06,2021-01-18,315.10960166552434,14
North Dakota,2021-01-20,2021-02-01,207.29205975145493,9.7
North Dakota,2021-02-03,2021-02-15,109.74285516253494,9.6
North Dakota,2021-02-17,2021-03-01,137.46736594043853,8.7
North Dakota,2021-03-03,2021-03-15,134.1301563097649,7.3
North Dakota,2021-03-17,2021-03-29,191.24778268090887,7.8
North Dakota,2021-04-14,2021-04-26,227.186963318932,8
North Dakota,2021-04-28,2021-05-10,195.9968886937905,9.2
North Dakota,2021-05-12,2021-05-24,125.91548644964536,5.8
North Dakota,2021-05-26,2021-06-07,64.56217093187729,9.7
North Dakota,2021-06-09,2021-06-21,40.68828665090477,10.3
North Dakota,2021-06-23,2021-07-05,18.868069834962146,7.2
North Dakota,2021-07-21,2021-08-02,81.1198648686808,10.3
North Dakota,2021-08-04,2021-08-16,201.1310573563652,6.6
North Dakota,2021-08-18,2021-08-30,424.2106857452374,7.9
North Dakota,2021-09-15,2021-09-27,845.5975787260587,9.5
North Dakota,2021-09-29,2021-10-11,976.39052540515,7.8
North Dakota,2021-12-01,2021-12-13,639.2039984905543,10.3
North Dakota,2021-12-29,2022-01-10,1417.9290303865773,9.2
North Dakota,2022-01-26,2022-02-07,2100.1316914261947,8.7
North Dakota,2022-03-02,2022-03-14,131.30636354534886,10.3
North Dakota,2022-03-30,2022-04-11,51.98345770856918,8.4
North Dakota,2022-04-27,2022-05-09,118.21423345578324,8
Ohio,2020-08-19,2020-08-31,112.15778907623478,9.3
Ohio,2020-09-02,2020-09-14,117.58177162185892,8.2
Ohio,2020-09-16,2020-09-28,104.38623908508262,8.6
Ohio,2020-09-30,2020-10-12,146.37972895003227,7.8
Ohio,2020-10-14,2020-10-26,242.4265948712177,11.9
Ohio,2020-10-28,2020-11-09,442.6817254502076,10
Ohio,2020-11-11,2020-11-23,862.9386730633502,9.6
Ohio,2020-11-25,2020-12-07,952.4937098752415,15.2
Ohio,2020-12-09,2020-12-21,1011.3693454134466,15.1
Ohio,2021-01-06,2021-01-18,814.13130512546,12.5
Ohio,2021-01-20,2021-02-01,534.1266811803399,9.4
Ohio,2021-02-03,2021-02-15,326.53222421930246,10
Ohio,2021-02-17,2021-03-01,216.81522728859858,12.1
Ohio,2021-03-03,2021-03-15,167.44003617796358,14
Ohio,2021-03-17,2021-03-29,177.09303011462913,9.4
Ohio,2021-04-14,2021-04-26,186.22057574218726,8.1
Ohio,2021-04-28,2021-05-10,144.58303473179424,8.4
Ohio,2021-05-12,2021-05-24,102.8353190759432,11.4
Ohio,2021-05-26,2021-06-07,53.468602938035744,8.3
Ohio,2021-06-09,2021-06-21,31.323499200979573,9.2
Ohio,2021-06-23,2021-07-05,26.484289773555506,9.2
Ohio,2021-07-21,2021-08-02,106.07275865786266,12.3
Ohio,2021-08-04,2021-08-16,243.86734023489913,9.8
Ohio,2021-08-18,2021-08-30,425.2571815223899,15.1
Ohio,2021-09-01,2021-09-13,705.9059033948029,12.5
Ohio,2021-09-15,2021-09-27,696.4563088035982,9.1
Ohio,2021-09-29,2021-10-11,587.2139103456366,10.5
Ohio,2021-12-01,2021-12-13,820.4790596983859,10.5
Ohio,2021-12-29,2022-01-10,2134.565955966754,8.8
Ohio,2022-01-26,2022-02-07,784.8417993790895,10.3
Ohio,2022-03-02,2022-03-14,74.95265880234398,10.6
Ohio,2022-03-30,2022-04-11,58.740035974564236,11.7
Ohio,2022-04-27,2022-05-09,167.3298615325056,8.5
Oklahoma,2020-08-19,2020-08-31,237.58932330610583,9
Oklahoma,2020-09-02,2020-09-14,273.37799888012006,9
Oklahoma,2020-09-16,2020-09-28,350.5623267235834,7.5
Oklahoma,2020-09-30,2020-10-12,352.70914212498855,10.7
Oklahoma,2020-10-14,2020-10-26,401.73230323237163,12.1
Oklahoma,2020-10-28,2020-11-09,506.2948416066969,16.9
Oklahoma,2020-11-11,2020-11-23,952.6051352329533,11.9
Oklahoma,2020-11-25,2020-12-07,954.1710476433904,16.5
Oklahoma,2020-12-09,2020-12-21,1079.6713503443618,13.3
Oklahoma,2021-01-06,2021-01-18,1226.1599306755422,9.6
Oklahoma,2021-01-20,2021-02-01,820.6896429795476,14.1
Oklahoma,2021-02-03,2021-02-15,558.3740575796096,13
Oklahoma,2021-02-17,2021-03-01,255.29423620475364,9.8
Oklahoma,2021-03-03,2021-03-15,196.85034398296892,12.4
Oklahoma,2021-03-17,2021-03-29,121.93911479981705,11.7
Oklahoma,2021-04-14,2021-04-26,85.77158944908425,9.1
Oklahoma,2021-04-28,2021-05-10,73.79993650477742,12.4
Oklahoma,2021-05-12,2021-05-24,47.68455856297734,11.7
Oklahoma,2021-05-26,2021-06-07,38.213314145013086,9.5
Oklahoma,2021-06-09,2021-06-21,50.9174099909758,15.9
Oklahoma,2021-06-23,2021-07-05,58.974281909190715,15.7
Oklahoma,2021-07-21,2021-08-02,480.735110004084,14.7
Oklahoma,2021-08-04,2021-08-16,722.9211439343751,11.5
Oklahoma,2021-08-18,2021-08-30,848.0173402068469,10.4
Oklahoma,2021-09-01,2021-09-13,826.7512394070445,12.9
Oklahoma,2021-09-15,2021-09-27,606.5637491782118,12.7
Oklahoma,2021-09-29,2021-10-11,436.5359693869175,14.7
Oklahoma,2021-12-01,2021-12-13,424.1096967105484,15.5
Oklahoma,2021-12-29,2022-01-10,1632.034324800037,14.4
Oklahoma,2022-01-26,2022-02-07,1891.975784932538,12.9
Oklahoma,2022-03-02,2022-03-14,146.8421734561177,15.9
Oklahoma,2022-03-30,2022-04-11,72.6633871746217,12.4
Oklahoma,2022-04-27,2022-05-09,67.81411003262401,13
Oregon,2020-08-19,2020-08-31,71.69734375265502,12.9
Oregon,2020-09-02,2020-09-14,59.70845282890626,13.1
Oregon,2020-09-16,2020-09-28,78.61219619489594,14
Oregon,2020-09-30,2020-10-12,98.5307472571872,11.3
Oregon,2020-10-14,2020-10-26,110.11843513821209,12.8
Oregon,2020-10-28,2020-11-09,196.68389165063428,15.5
Oregon,2020-11-11,2020-11-23,340.43258184070066,15.3
Oregon,2020-11-25,2020-12-07,435.80090511406434,12.9
Oregon,2020-12-09,2020-12-21,396.435806569157,16.5
Oregon,2021-01-06,2021-01-18,338.49736716403254,13.1
Oregon,2021-01-20,2021-02-01,210.15959385035978,14.8
Oregon,2021-02-03,2021-02-15,153.0707608886506,16.7
Oregon,2021-02-17,2021-03-01,117.95369456081954,17.8
Oregon,2021-03-03,2021-03-15,89.30307727453803,16.4
Oregon,2021-03-17,2021-03-29,98.45994672023593,12.2
Oregon,2021-04-14,2021-04-26,236.21419144842793,11.6
Oregon,2021-04-28,2021-05-10,231.2109535038714,10.8
Oregon,2021-05-12,2021-05-24,156.46918666231164,13.7
Oregon,2021-05-26,2021-06-07,94.47151647198092,15
Oregon,2021-06-09,2021-06-21,74.93056827342978,12.2
Oregon,2021-06-23,2021-07-05,46.63395367190464,15.5
Oregon,2021-07-21,2021-08-02,199.6811143815715,13.2
Oregon,2021-08-04,2021-08-16,459.70788642461065,15.1
Oregon,2021-08-18,2021-08-30,664.0618362449661,14.7
Oregon,2021-09-01,2021-09-13,595.1257134334107,15.8
Oregon,2021-09-15,2021-09-27,496.5241656392722,13.7
Oregon,2021-09-29,2021-10-11,420.1303862688495,15.8
Oregon,2021-12-01,2021-12-13,246.97587306502135,16.1
Oregon,2021-12-29,2022-01-10,1467.5299297469871,15.7
Oregon,2022-01-26,2022-02-07,1535.852447904965,15.7
Oregon,2022-03-02,2022-03-14,125.34055058273563,15
Oregon,2022-03-30,2022-04-11,95.50992434726625,16
Oregon,2022-04-27,2022-05-09,351.09986274135906,15.6
Pennsylvania,2020-08-19,2020-08-31,65.78633668391949,7.8
Pennsylvania,2020-09-02,2020-09-14,80.39099571627432,8.1
Pennsylvania,2020-09-16,2020-09-28,81.22159243849354,8.5
Pennsylvania,2020-09-30,2020-10-12,112.4766394671876,9.7
Pennsylvania,2020-10-14,2020-10-26,165.92707668407334,9.3
Pennsylvania,2020-10-28,2020-11-09,278.43447899282455,9.9
Pennsylvania,2020-11-11,2020-11-23,586.0628946295769,9.4
Pennsylvania,2020-11-25,2020-12-07,813.6387058072554,11.5
Pennsylvania,2020-12-09,2020-12-21,975.8357879517332,9.3
Pennsylvania,2021-01-06,2021-01-18,743.9224161135764,10.7
Pennsylvania,2021-01-20,2021-02-01,527.2443415598299,11.2
Pennsylvania,2021-02-03,2021-02-15,346.32037961346487,8.5
Pennsylvania,2021-02-17,2021-03-01,262.29167788228597,9.2
Pennsylvania,2021-03-03,2021-03-15,245.80279480415604,10.7
Pennsylvania,2021-03-17,2021-03-29,343.8670429987618,9.1
Pennsylvania,2021-04-14,2021-04-26,416.09050427988024,8.8
Pennsylvania,2021-04-28,2021-05-10,267.39061887146516,9
Pennsylvania,2021-05-12,2021-05-24,150.0149968852623,10.4
Pennsylvania,2021-05-26,2021-06-07,65.56330608258284,8.5
Pennsylvania,2021-06-09,2021-06-21,30.778222984457074,8.6
Pennsylvania,2021-06-23,2021-07-05,17.32717051074008,9.9
Pennsylvania,2021-07-21,2021-08-02,79.99876948633745,11.5
Pennsylvania,2021-08-04,2021-08-16,178.63982096026209,9.1
Pennsylvania,2021-08-18,2021-08-30,294.9002899397817,9.9
Pennsylvania,2021-09-01,2021-09-13,387.234958893153,8.7
Pennsylvania,2021-09-15,2021-09-27,466.04166826889804,7.9
Pennsylvania,2021-09-29,2021-10-11,474.9628923223638,11
Pennsylvania,2021-12-01,2021-12-13,816.8841855922232,9.4
Pennsylvania,2021-12-29,2022-01-10,2427.026694455767,9.1
Pennsylvania,2022-01-26,2022-02-07,880.8247517823219,10.1
Pennsylvania,2022-03-02,2022-03-14,89.1737869827036,9.5
Pennsylvania,2022-03-30,2022-04-11,75.58430172195004,9.3
Pennsylvania,2022-04-27,2022-05-09,146.08504387550278,9.5
Rhode Island,2020-08-19,2020-08-31,114.54565833681892,7
Rhode Island,2020-09-02,2020-09-14,102.79037597767044,8.9
Rhode Island,2020-09-16,2020-09-28,118.82859066922185,7
Rhode Island,2020-09-30,2020-10-12,158.3773700790702,7.9
Rhode Island,2020-10-14,2020-10-26,370.33695742309635,12.2
Rhode Island,2020-10-28,2020-11-09,598.1525070189971,10.2
Rhode Island,2020-11-11,2020-11-23,1073.0112385966927,11
Rhode Island,2020-11-25,2020-12-07,1311.670808353358,9
Rhode Island,2020-12-09,2020-12-21,1199.5855579521751,6.4
Rhode Island,2021-01-06,2021-01-18,965.117794308074,10.6
Rhode Island,2021-01-20,2021-02-01,810.1120943630232,12.2
Rhode Island,2021-02-03,2021-02-15,509.94232621546433,8.9
Rhode Island,2021-02-17,2021-03-01,411.5260087900352,11.3
Rhode Island,2021-03-03,2021-03-15,422.64340761031514,13.9
Rhode Island,2021-03-17,2021-03-29,425.4683204253042,9.5
Rhode Island,2021-04-14,2021-04-26,381.45435624337625,9.3
Rhode Island,2021-04-28,2021-05-10,248.59232771904695,8.5
Rhode Island,2021-05-12,2021-05-24,124.29616385952347,7.6
Rhode Island,2021-05-26,2021-06-07,52.1241977475421,4.4
Rhode Island,2021-06-09,2021-06-21,29.433769007790378,9.1
Rhode Island,2021-06-23,2021-07-05,18.225243967672064,10.1
Rhode Island,2021-07-21,2021-08-02,147.80672857782042,8.7
Rhode Island,2021-08-04,2021-08-16,300.53427302691233,7.3
Rhode Island,2021-08-18,2021-08-30,338.1694018201551,9.4
Rhode Island,2021-09-01,2021-09-13,382.1833660020832,11.8
Rhode Island,2021-09-15,2021-09-27,383.2768806401435,7.6
Rhode Island,2021-09-29,2021-10-11,256.88481372433773,11.7
Rhode Island,2021-12-01,2021-12-13,1088.502695969214,9.9
Rhode Island,2021-12-29,2022-01-10,5089.03487309307,11.5
Rhode Island,2022-01-26,2022-02-07,1359.4209475486591,14.1
Rhode Island,2022-03-02,2022-03-14,192.6408287382937,8.4
Rhode Island,2022-03-30,2022-04-11,312.10730294638404,10.6
Rhode Island,2022-04-27,2022-05-09,715.6142043906434,7.5
South Carolina,2020-08-19,2020-08-31,221.16178316571992,9.3
South Carolina,2020-09-02,2020-09-14,250.74119480113512,8.1
South Carolina,2020-09-16,2020-09-28,253.69132106067784,9.8
South Carolina,2020-09-30,2020-10-12,203.59778642844233,9.1
South Carolina,2020-10-14,2020-10-26,246.52114664178922,8.8
South Carolina,2020-10-28,2020-11-09,269.84863507817346,13.7
South Carolina,2020-11-11,2020-11-23,387.1112695799978,14.9
South Carolina,2020-11-25,2020-12-07,496.6762236430152,10
South Carolina,2020-12-09,2020-12-21,757.6354054225665,11.8
South Carolina,2021-01-06,2021-01-18,1238.4864484680345,9.9
South Carolina,2021-01-20,2021-02-01,1008.0835413237471,10
South Carolina,2021-02-03,2021-02-15,803.2549075154953,14.5
South Carolina,2021-02-17,2021-03-01,537.7240068966528,11.4
South Carolina,2021-03-03,2021-03-15,300.1899998534706,9.3
South Carolina,2021-03-17,2021-03-29,296.9468146939732,10.6
South Carolina,2021-04-14,2021-04-26,222.47077958551705,8.4
South Carolina,2021-04-28,2021-05-10,175.3664457328182,9.4
South Carolina,2021-05-12,2021-05-24,120.0759999413882,7.9
South Carolina,2021-05-26,2021-06-07,52.75060199182365,11.6
South Carolina,2021-06-09,2021-06-21,27.44985029574527,10.3
South Carolina,2021-06-23,2021-07-05,41.96603447349526,9.9
South Carolina,2021-07-21,2021-08-02,390.23723117951323,8.2
South Carolina,2021-08-04,2021-08-16,807.1623595148899,10.9
South Carolina,2021-08-18,2021-08-30,1192.691111035133,14.6
South Carolina,2021-09-01,2021-09-13,1309.7974474569812,10.6
South Carolina,2021-09-15,2021-09-27,851.6487005279945,10.6
South Carolina,2021-09-29,2021-10-11,527.6232434782185,9.7
South Carolina,2021-12-01,2021-12-13,271.2748550579524,12.2
South Carolina,2021-12-29,2022-01-10,2923.7900330668126,9.6
South Carolina,2022-01-26,2022-02-07,3044.471688068107,12.9
South Carolina,2022-03-02,2022-03-14,72.30739924879235,11.4
South Carolina,2022-03-30,2022-04-11,30.595349155257722,10.1
South Carolina,2022-04-27,2022-05-09,102.6096895040955,9
South Dakota,2020-08-19,2020-08-31,345.78934368821666,6.3
South Dakota,2020-09-02,2020-09-14,344.21039691338467,6.5
South Dakota,2020-09-16,2020-09-28,535.0373928430854,6
South Dakota,2020-09-30,2020-10-12,781.3530897168836,6.2
South Dakota,2020-10-14,2020-10-26,1173.1574537002055,4.9
South Dakota,2020-10-28,2020-11-09,1757.2549784755718,9
South Dakota,2020-11-11,2020-11-23,1862.4805028268788,12.9
South Dakota,2020-11-25,2020-12-07,1312.894243272841,7.5
South Dakota,2020-12-09,2020-12-21,906.3154487535907,8.3
South Dakota,2021-01-06,2021-01-18,516.8795049325171,7.3
South Dakota,2021-01-20,2021-02-01,285.22545668215906,5.9
South Dakota,2021-02-03,2021-02-15,219.3608197891655,13.2
South Dakota,2021-02-17,2021-03-01,211.69164973998127,5.9
South Dakota,2021-03-03,2021-03-15,225.2254792385416,6.2
South Dakota,2021-03-17,2021-03-29,287.0299672819672,6.2
South Dakota,2021-04-14,2021-04-26,217.21796345189344,12.8
South Dakota,2021-04-28,2021-05-10,122.03002931201905,6.3
South Dakota,2021-05-12,2021-05-24,57.18042963141744,5.4
South Dakota,2021-05-26,2021-06-07,28.195478122000704,8
South Dakota,2021-06-09,2021-06-21,12.293228461192307,9.2
South Dakota,2021-06-23,2021-07-05,15.338340098368384,10.7
South Dakota,2021-07-21,2021-08-02,52.556371219409314,8.1
South Dakota,2021-08-04,2021-08-16,192.74428844199682,8.2
South Dakota,2021-08-18,2021-08-30,441.992315040483,9.8
South Dakota,2021-09-01,2021-09-13,568.5336208520223,6.7
South Dakota,2021-09-15,2021-09-27,551.6163339788218,8
South Dakota,2021-09-29,2021-10-11,431.39081526661073,9.3
South Dakota,2021-12-01,2021-12-13,606.2027796230152,7.2
South Dakota,2021-12-29,2022-01-10,1538.6836320738223,12.5
South Dakota,2022-01-26,2022-02-07,1067.1424559614827,11.2
South Dakota,2022-03-02,2022-03-14,66.76689219289767,10.6
South Dakota,2022-03-30,2022-04-11,32.81953653400882,10.5
South Dakota,2022-04-27,2022-05-09,73.30824311720184,7.9
Tennessee,2020-08-19,2020-08-31,278.3597941784212,8.9
Tennessee,2020-09-02,2020-09-14,263.70166289481455,9.8
Tennessee,2020-09-16,2020-09-28,264.78691447059987,10.4
Tennessee,2020-09-30,2020-10-12,323.92589034039275,10.8
Tennessee,2020-10-14,2020-10-26,438.9770273946438,9.9
Tennessee,2020-10-28,2020-11-09,507.289996585075,9.9
Tennessee,2020-11-11,2020-11-23,765.6377517060155,11.5
Tennessee,2020-11-25,2020-12-07,872.0213461749945,13.9
Tennessee,2020-12-09,2020-12-21,1591.6444310677139,13.3
Tennessee,2021-01-06,2021-01-18,1049.3369836373001,11
Tennessee,2021-01-20,2021-02-01,550.0633786920258,12.2
Tennessee,2021-02-03,2021-02-15,400.5012415278026,12.8
Tennessee,2021-02-17,2021-03-01,227.29509003247074,10.9
Tennessee,2021-03-03,2021-03-15,228.6842120494759,13.8
Tennessee,2021-03-17,2021-03-29,219.94431935915168,10.7
Tennessee,2021-04-14,2021-04-26,240.5351592570512,9.9
Tennessee,2021-04-28,2021-05-10,142.3850067430298,11
Tennessee,2021-05-12,2021-05-24,93.02776507631489,11.2
Tennessee,2021-05-26,2021-06-07,41.25402990085141,7.6
Tennessee,2021-06-09,2021-06-21,50.02286263319655,8.5
Tennessee,2021-06-23,2021-07-05,17.14697489740755,10.7
Tennessee,2021-07-21,2021-08-02,335.82024761099956,10.4
Tennessee,2021-08-04,2021-08-16,726.6699851248184,10.8
Tennessee,2021-08-18,2021-08-30,1170.7259898941375,11.5
